79.47839, 0.6857452, 0.88454103,0.8321281,0.8572412,0.74506557,0.87943894,0.80667967,0.79109997,0.6510427,0.7140727
78.88038, 0.67890817, 0.8919582,0.8156288,0.8517108,0.7389932,0.8546443,0.79253656,0.7653848,0.6805303,0.7203524
78.223495, 0.66733384, 0.9203286,0.82711947,0.8711874,0.7105247,0.86254776,0.7789608,0.76028746,0.63108206,0.68928796
78.130714, 0.6669762, 0.9282405,0.8081882,0.8640226,0.7040862,0.8685764,0.7769636,0.7681326,0.6478813,0.7015114
78.16794, 0.66580766, 0.8975798,0.8352289,0.8652421,0.7353686,0.8422075,0.7850892,0.7421317,0.64828396,0.691921
76.605316, 0.6413494, 0.9072544,0.81111276,0.85640717,0.7092911,0.8228017,0.7616775,0.7221923,0.64258844,0.67969596
79.21436, 0.68210244, 0.90955484,0.8109767,0.85736835,0.7514291,0.8461501,0.7957873,0.7432299,0.69792217,0.719569
77.4623, 0.6557689, 0.8778083,0.81724656,0.84620285,0.7199802,0.8378687,0.7744272,0.76317346,0.6553022,0.7050088
79.23811, 0.68106216, 0.905914,0.7935411,0.8459026,0.7537102,0.8799766,0.8119274,0.7488333,0.6699107,0.7071031
79.10316, 0.68160814, 0.9157529,0.8258277,0.86832017,0.7320482,0.8601969,0.7909298,0.7583278,0.664022,0.70799625
